length,width,shape
54,86,rectangle
47,47,square
96,59,rectangle
66,94,rectangle
7,7,square
8,70,rectangle
69,69,square
29,12,rectangle
18,82,rectangle
99,26,rectangle
78,21,rectangle
79,79,square
74,74,square
64,64,square
33,33,square
78,73,rectangle
49,49,square
4,67,rectangle
67,67,square
18,18,square
7,7,square
34,69,rectangle
14,14,square
23,23,square
59,49,rectangle
81,81,square
75,75,square
46,34,rectangle
75,75,square
27,16,rectangle
21,23,rectangle
1,1,square
78,39,rectangle
16,16,square
68,74,rectangle
41,19,rectangle
33,97,rectangle
33,77,rectangle
32,32,square
58,39,rectangle
75,61,rectangle
79,79,square
4,41,rectangle
69,59,rectangle
15,15,square
20,20,square
67,98,rectangle
58,58,square
77,77,square
63,63,square
77,3,rectangle
20,20,square
94,94,square
98,9,rectangle
24,69,rectangle
82,57,rectangle
59,63,rectangle
68,2,rectangle
48,48,square
14,14,square
73,64,rectangle
77,77,square
11,11,square
11,11,square
93,93,square
56,56,square
18,67,rectangle
39,49,rectangle
12,12,square
51,39,rectangle
71,96,rectangle
33,33,square
56,56,square
49,37,rectangle
69,23,rectangle
24,24,square
35,35,square
21,2,rectangle
25,17,rectangle
36,30,rectangle
17,17,square
68,32,rectangle
11,11,square
61,61,square
27,27,square
74,53,rectangle
63,56,rectangle
98,98,square
78,78,square
45,57,rectangle
44,70,rectangle
56,56,square
61,61,square
47,4,rectangle
24,20,rectangle
69,69,square
88,41,rectangle
13,57,rectangle
70,34,rectangle
92,92,square
59,45,rectangle
90,90,square
31,31,square
14,13,rectangle
97,97,square
6,6,square
56,56,square
56,27,rectangle
64,64,square
48,48,square
21,21,square
92,23,rectangle
89,14,rectangle
40,24,rectangle
45,45,square
33,14,rectangle
38,38,square
22,22,square
52,49,rectangle
86,51,rectangle
77,77,square
76,76,square
95,97,rectangle
80,80,square
89,30,rectangle
11,11,square
12,95,rectangle
27,88,rectangle
39,5,rectangle
11,11,square
82,53,rectangle
63,87,rectangle
88,88,square
100,48,rectangle
8,8,square
68,43,rectangle
72,72,square
35,35,square
30,30,square
17,17,square
7,42,rectangle
90,53,rectangle
46,77,rectangle
23,23,square
92,72,rectangle
36,99,rectangle
6,5,rectangle
96,36,rectangle
15,9,rectangle
96,96,square
29,29,square
97,97,square
56,56,square
20,20,square
70,90,rectangle
1,1,square
19,19,square
50,50,square
36,36,square
33,33,square
60,60,square
23,23,square
98,40,rectangle
88,48,rectangle
16,16,square
63,88,rectangle
16,16,square
78,78,square
83,69,rectangle
72,72,square
86,86,square
80,80,square
93,96,rectangle
89,89,square
43,43,square
48,48,square
91,41,rectangle
32,32,square
12,2,rectangle
32,32,square
79,79,square
17,17,square
52,52,square
63,6,rectangle
29,29,square
16,28,rectangle
39,53,rectangle
48,48,square
48,48,square
1,25,rectangle
58,58,square
3,3,square
65,65,square
79,79,square
44,28,rectangle
7,7,square
22,22,square
62,57,rectangle
36,4,rectangle
72,72,square
29,29,square
76,32,rectangle
67,37,rectangle
100,100,square
34,34,square
4,22,rectangle
89,36,rectangle
22,22,square
25,25,square
52,53,rectangle
32,32,square
56,57,rectangle
24,33,rectangle
67,20,rectangle
49,49,square
20,70,rectangle
90,80,rectangle
3,3,square
63,99,rectangle
79,46,rectangle
6,6,square
56,39,rectangle
21,21,square
16,16,square
83,81,rectangle
89,60,rectangle
32,33,rectangle
67,9,rectangle
2,89,rectangle
34,34,square
89,65,rectangle
23,36,rectangle
46,46,square
59,59,square
92,92,square
47,56,rectangle
70,99,rectangle
75,32,rectangle
32,27,rectangle
85,87,rectangle
12,12,square
40,40,square
51,49,rectangle
82,63,rectangle
84,31,rectangle
9,9,square
100,100,square
35,18,rectangle
43,92,rectangle
85,42,rectangle
93,93,square
2,55,rectangle
98,98,square
93,87,rectangle
88,88,square
43,43,square
36,36,square
56,56,square
16,86,rectangle
92,67,rectangle
81,81,square
28,28,square
87,4,rectangle
26,63,rectangle
46,57,rectangle
36,36,square
71,56,rectangle
78,78,square
48,10,rectangle
12,12,square
83,90,rectangle
57,11,rectangle
99,99,square
9,90,rectangle
100,100,square
6,6,square
73,1,rectangle
83,56,rectangle
67,53,rectangle
92,92,square
56,47,rectangle
44,44,square
73,73,square
19,83,rectangle
23,23,square
12,12,square
33,33,square
29,23,rectangle
83,83,square
32,97,rectangle
24,9,rectangle
90,90,square
5,5,square
7,7,square
49,37,rectangle
48,4,rectangle
53,53,square
56,73,rectangle
8,8,square
2,2,square
43,43,square
2,2,square
45,66,rectangle
25,25,square
93,53,rectangle
22,22,square
3,7,rectangle
39,84,rectangle
87,15,rectangle
86,56,rectangle
94,94,square
24,90,rectangle
29,49,rectangle
12,12,square
11,11,square
100,100,square
5,18,rectangle
52,38,rectangle
34,77,rectangle
18,18,square
8,8,square
90,45,rectangle
3,3,square
72,72,square
82,21,rectangle
14,7,rectangle
89,99,rectangle
82,33,rectangle
11,61,rectangle
24,24,square
74,74,square
53,90,rectangle
11,11,square
81,81,square
35,35,square
100,100,square
36,99,rectangle
64,12,rectangle
81,81,square
100,100,square
59,17,rectangle
59,80,rectangle
27,27,square
79,49,rectangle
92,60,rectangle
68,68,square
72,86,rectangle
7,62,rectangle
76,76,square
72,72,square
22,68,rectangle
97,76,rectangle
44,44,square
26,28,rectangle
30,68,rectangle
11,11,square
85,89,rectangle
46,46,square
43,43,square
81,87,rectangle
75,75,square
85,85,square
68,86,rectangle
34,34,square
16,54,rectangle
68,13,rectangle
89,89,square
35,2,rectangle
85,85,square
43,69,rectangle
18,18,square
61,61,square
80,98,rectangle
56,56,square
33,29,rectangle
90,90,square
22,23,rectangle
13,17,rectangle
18,18,square
81,81,square
30,43,rectangle
12,63,rectangle
16,16,square
83,100,rectangle
35,35,square
90,45,rectangle
44,83,rectangle
31,22,rectangle
77,77,square
41,17,rectangle
75,75,square
7,7,square
32,1,rectangle
59,59,square
13,88,rectangle
9,9,square
83,83,square
84,12,rectangle
91,91,square
53,16,rectangle
60,60,square
52,48,rectangle
56,61,rectangle
56,36,rectangle
9,9,square
100,100,square
47,47,square
32,24,rectangle
70,33,rectangle
9,9,square
60,96,rectangle
19,43,rectangle
70,29,rectangle
84,17,rectangle
8,19,rectangle
29,76,rectangle
49,49,square
24,24,square
83,96,rectangle
34,34,square
92,92,square
10,10,square
80,80,square
4,4,square
25,25,square
64,64,square
22,18,rectangle
32,32,square
38,38,square
41,77,rectangle
41,41,square
83,83,square
20,20,square
20,20,square
34,34,square
27,27,square
14,14,square
32,41,rectangle
89,7,rectangle
48,48,square
98,88,rectangle
64,57,rectangle
41,41,square
41,41,square
2,2,square
64,64,square
56,32,rectangle
64,64,square
72,36,rectangle
57,67,rectangle
96,96,square
70,9,rectangle
89,62,rectangle
21,21,square
44,26,rectangle
73,73,square
94,11,rectangle
36,92,rectangle
9,62,rectangle
11,1,rectangle
9,9,square
100,100,square
94,59,rectangle
87,32,rectangle
96,38,rectangle
3,3,square
48,48,square
15,15,square
18,18,square
7,97,rectangle
100,37,rectangle
72,52,rectangle
83,83,square
47,47,square
68,69,rectangle
32,13,rectangle
78,78,square
62,86,rectangle
13,18,rectangle
42,38,rectangle
2,2,square
46,46,square
90,45,rectangle
17,17,square
85,23,rectangle
94,94,square
68,68,square
11,11,square
60,60,square
71,71,square
15,15,square
81,81,square
42,2,rectangle
75,25,rectangle
63,63,square
21,76,rectangle
29,29,square
27,27,square
37,37,square
74,74,square
86,86,square
34,34,square
50,6,rectangle
70,70,square
37,37,square
81,81,square
30,77,rectangle
76,76,square
78,78,square
79,79,square
83,8,rectangle
34,82,rectangle
90,57,rectangle
37,37,square
27,27,square
87,98,rectangle
10,6,rectangle
47,47,square
20,20,square
79,85,rectangle
37,37,square
78,58,rectangle
69,69,square
80,38,rectangle
63,91,rectangle
10,10,square
100,58,rectangle
68,78,rectangle
100,100,square
45,76,rectangle
60,56,rectangle
51,51,square
5,5,square
83,83,square
30,30,square
38,38,square
95,95,square
39,39,square
16,11,rectangle
54,54,square
76,69,rectangle
91,91,square
82,97,rectangle
54,57,rectangle
84,9,rectangle
57,62,rectangle
39,39,square
86,40,rectangle
88,88,square
63,63,square
22,22,square
52,41,rectangle
80,80,square
24,79,rectangle
31,1,rectangle
29,29,square
62,1,rectangle
63,63,square
45,45,square
32,32,square
88,88,square
3,23,rectangle
92,24,rectangle
15,49,rectangle
93,93,square
65,96,rectangle
31,31,square
100,55,rectangle
81,81,square
38,38,square
42,71,rectangle
22,91,rectangle
15,72,rectangle
25,25,square
52,12,rectangle
36,36,square
18,63,rectangle
67,67,square
85,53,rectangle
19,19,square
34,34,square
89,12,rectangle
10,10,square
31,39,rectangle
53,84,rectangle
18,18,square
57,57,square
8,82,rectangle
57,20,rectangle
26,26,square
31,7,rectangle
46,46,square
55,71,rectangle
86,74,rectangle
30,30,square
48,48,square
89,89,square
91,94,rectangle
27,61,rectangle
95,95,square
78,78,square
29,29,square
6,23,rectangle
88,88,square
20,70,rectangle
60,60,square
15,15,square
38,38,square
35,35,square
67,67,square
3,69,rectangle
98,48,rectangle
9,9,square
48,48,square
12,31,rectangle
26,28,rectangle
66,66,square
61,61,square
92,53,rectangle
99,9,rectangle
74,41,rectangle
9,9,square
1,84,rectangle
29,4,rectangle
81,76,rectangle
46,46,square
28,78,rectangle
26,19,rectangle
68,21,rectangle
66,16,rectangle
46,46,square
4,12,rectangle
62,95,rectangle
39,39,square
11,74,rectangle
95,95,square
20,20,square
36,36,square
94,94,square
79,75,rectangle
2,2,square
33,33,square
52,52,square
70,64,rectangle
57,57,square
77,77,square
62,83,rectangle
28,81,rectangle
47,47,square
93,93,square
100,78,rectangle
87,28,rectangle
11,11,square
39,1,rectangle
23,23,square
68,68,square
4,4,square
94,94,square
1,1,square
66,11,rectangle
95,47,rectangle
96,47,rectangle
93,93,square
43,43,square
12,12,square
77,81,rectangle
26,26,square
76,77,rectangle
94,99,rectangle
44,44,square
91,42,rectangle
81,81,square
54,69,rectangle
15,75,rectangle
58,58,square
71,76,rectangle
67,67,square
70,70,square
99,99,square
69,91,rectangle
1,56,rectangle
26,26,square
74,74,square
26,81,rectangle
6,6,square
49,14,rectangle
36,36,square
42,54,rectangle
7,98,rectangle
19,19,square
72,72,square
76,8,rectangle
14,14,square
93,45,rectangle
47,47,square
78,78,square
62,62,square
53,53,square
71,38,rectangle
90,90,square
24,24,square
68,77,rectangle
96,96,square
22,48,rectangle
9,65,rectangle
99,99,square
25,25,square
63,98,rectangle
2,27,rectangle
71,46,rectangle
94,97,rectangle
43,25,rectangle
25,25,square
13,45,rectangle
39,40,rectangle
30,30,square
87,87,square
69,62,rectangle
45,56,rectangle
82,18,rectangle
53,49,rectangle
20,33,rectangle
17,17,square
23,97,rectangle
11,39,rectangle
36,16,rectangle
62,80,rectangle
100,100,square
73,73,square
97,70,rectangle
87,87,square
50,50,square
36,36,square
98,90,rectangle
75,75,square
45,45,square
12,25,rectangle
84,84,square
96,82,rectangle
17,36,rectangle
69,69,square
61,42,rectangle
9,9,square
6,90,rectangle
32,32,square
35,35,square
22,54,rectangle
7,7,square
33,34,rectangle
19,19,square
87,87,square
15,15,square
70,70,square
67,67,square
68,68,square
19,19,square
16,31,rectangle
65,24,rectangle
3,3,square
88,60,rectangle
52,57,rectangle
29,29,square
75,1,rectangle
48,21,rectangle
34,40,rectangle
65,94,rectangle
94,94,square
95,95,square
46,37,rectangle
71,71,square
95,95,square
78,78,square
73,84,rectangle
96,9,rectangle
37,37,square
86,80,rectangle
35,35,square
24,24,square
50,50,square
14,14,square
26,26,square
13,13,square
86,86,square
96,96,square
66,66,square
2,15,rectangle
77,93,rectangle
81,76,rectangle
53,67,rectangle
14,14,square
92,10,rectangle
19,19,square
93,50,rectangle
29,96,rectangle
46,46,square
46,100,rectangle
63,68,rectangle
1,1,square
73,48,rectangle
53,63,rectangle
4,32,rectangle
90,57,rectangle
19,77,rectangle
58,64,rectangle
25,13,rectangle
26,26,square
19,19,square
70,70,square
75,75,square
88,54,rectangle
23,73,rectangle
81,34,rectangle
28,15,rectangle
14,14,square
57,47,rectangle
24,24,square
57,57,square
31,31,square
74,62,rectangle
42,42,square
24,93,rectangle
96,96,square
55,90,rectangle
50,65,rectangle
95,95,square
7,88,rectangle
73,73,square
55,55,square
37,24,rectangle
100,2,rectangle
25,8,rectangle
59,72,rectangle
8,13,rectangle
8,92,rectangle
92,93,rectangle
49,49,square
26,86,rectangle
56,44,rectangle
74,74,square
50,67,rectangle
68,68,square
78,78,square
14,16,rectangle
8,54,rectangle
15,88,rectangle
62,21,rectangle
65,65,square
60,30,rectangle
73,13,rectangle
91,78,rectangle
95,95,square
15,15,square
90,90,square
59,59,square
20,20,square
94,8,rectangle
95,10,rectangle
40,40,square
47,38,rectangle
18,18,square
31,87,rectangle
76,7,rectangle
26,62,rectangle
38,38,square
76,76,square
72,20,rectangle
5,50,rectangle
95,95,square
50,50,square
71,71,square
1,95,rectangle
8,8,square
36,36,square
9,88,rectangle
72,16,rectangle
58,18,rectangle
68,68,square
81,81,square
11,8,rectangle
79,79,square
47,47,square
61,61,square
1,1,square
9,8,rectangle
71,15,rectangle
24,9,rectangle
17,17,square
94,52,rectangle
4,94,rectangle
65,73,rectangle
85,3,rectangle
30,30,square
7,7,square
53,53,square
86,86,square
61,61,square
79,76,rectangle
63,63,square
42,42,square
1,3,rectangle
76,88,rectangle
10,10,square
91,91,square
89,89,square
90,90,square
46,99,rectangle
87,87,square
47,89,rectangle
80,80,square
21,21,square
7,7,square
4,4,square
33,33,square
90,90,square
12,5,rectangle
58,58,square
95,95,square
56,56,square
7,80,rectangle
30,30,square
26,34,rectangle
86,86,square
92,92,square
56,56,square
24,62,rectangle
76,76,square
73,67,rectangle
69,69,square
5,5,square
50,50,square
50,50,square
52,98,rectangle
50,35,rectangle
5,5,square
72,72,square
52,52,square
66,65,rectangle
35,35,square
51,99,rectangle
83,83,square
51,3,rectangle
48,48,square
7,17,rectangle
91,91,square
22,42,rectangle
18,18,square
15,63,rectangle
21,21,square
72,56,rectangle
26,46,rectangle
67,67,square
83,40,rectangle
86,86,square
59,59,square
57,72,rectangle
15,15,square
2,2,square
88,88,square
66,78,rectangle
25,40,rectangle
92,92,square
40,50,rectangle
17,17,square
66,59,rectangle
90,90,square
84,77,rectangle
85,85,square
58,58,square
35,6,rectangle
84,84,square
98,7,rectangle
14,14,square
87,9,rectangle
17,17,square
51,100,rectangle
14,14,square
25,42,rectangle
95,95,square
36,36,square
79,79,square
47,42,rectangle
13,100,rectangle
51,51,square
66,66,square
9,94,rectangle
86,47,rectangle
56,24,rectangle
84,40,rectangle
17,17,square
56,93,rectangle
52,45,rectangle
21,48,rectangle
5,5,square
40,40,square
10,52,rectangle
80,80,square
71,71,square
72,72,square
74,72,rectangle
44,44,square
18,88,rectangle
94,41,rectangle
34,68,rectangle
89,35,rectangle
55,55,square
10,10,square
41,41,square
84,84,square
87,88,rectangle
35,34,rectangle
31,39,rectangle
43,18,rectangle
18,68,rectangle
43,59,rectangle
8,8,square
17,52,rectangle
79,2,rectangle
67,64,rectangle
21,8,rectangle
64,67,rectangle
84,84,square
84,84,square
86,35,rectangle
5,5,square
43,61,rectangle
3,43,rectangle
51,75,rectangle
67,67,square
36,36,square
39,39,square
51,51,square
36,36,square
8,8,square
63,63,square
23,80,rectangle
84,84,square
13,13,square
99,99,square
73,20,rectangle
30,91,rectangle
41,21,rectangle
82,82,square
14,14,square
45,66,rectangle
53,50,rectangle
3,46,rectangle
66,22,rectangle
73,73,square
38,89,rectangle
95,95,square
70,70,square
2,40,rectangle
82,82,square
33,33,square
54,51,rectangle
48,48,square
88,76,rectangle
26,46,rectangle
26,13,rectangle
40,5,rectangle
15,100,rectangle
32,100,rectangle
52,52,square
78,78,square
12,12,square
47,47,square
46,46,square
95,78,rectangle
26,26,square
40,40,square
25,13,rectangle
18,18,square
16,16,square
37,60,rectangle
16,22,rectangle
50,63,rectangle
91,91,square
65,69,rectangle
50,50,square
57,62,rectangle
94,94,square
62,62,square
35,73,rectangle
5,5,square
94,94,square
64,64,square
86,28,rectangle
81,81,square
64,64,square
5,32,rectangle
96,2,rectangle
7,7,square
37,37,square
34,34,square
89,84,rectangle
18,18,square
4,4,square
70,96,rectangle
21,21,square
27,70,rectangle
56,63,rectangle
85,22,rectangle
94,79,rectangle
56,95,rectangle
91,16,rectangle
37,37,square
95,45,rectangle
74,87,rectangle
66,53,rectangle
77,44,rectangle
94,94,square
44,44,square
13,74,rectangle
83,95,rectangle
69,69,square
77,42,rectangle
51,51,square
89,59,rectangle
10,10,square
62,62,square
1,79,rectangle
35,91,rectangle
23,23,square
58,58,square
87,45,rectangle
12,12,square
40,40,square
92,77,rectangle
40,20,rectangle
50,83,rectangle
71,11,rectangle
11,11,square
73,73,square
13,13,square
46,25,rectangle
59,1,rectangle
22,22,square
46,46,square
91,91,square
56,18,rectangle
45,3,rectangle
88,57,rectangle
67,38,rectangle
25,25,square
79,33,rectangle
19,19,square
54,74,rectangle
8,8,square
71,92,rectangle
1,1,square
17,26,rectangle
28,62,rectangle
42,16,rectangle
82,28,rectangle
91,82,rectangle
95,95,square
5,48,rectangle
64,28,rectangle
11,39,rectangle
76,76,square
92,50,rectangle
25,25,square
53,53,square
46,74,rectangle
26,26,square
38,70,rectangle
47,27,rectangle
84,84,square
18,18,square
68,68,square
22,22,square
45,45,square
25,25,square
53,53,square
20,20,square
35,42,rectangle
68,68,square
61,61,square
62,62,square
18,63,rectangle
23,8,rectangle
23,23,square
61,56,rectangle
33,65,rectangle
14,75,rectangle
91,43,rectangle
47,47,square
63,96,rectangle
13,13,square
47,47,square
92,60,rectangle
35,13,rectangle
63,63,square
56,56,square
90,90,square
20,27,rectangle
82,82,square
68,28,rectangle
95,95,square
46,22,rectangle
35,84,rectangle
50,31,rectangle
96,96,square
27,7,rectangle
90,90,square
1,91,rectangle
63,61,rectangle
22,52,rectangle
13,13,square
24,55,rectangle
46,40,rectangle
81,81,square
2,88,rectangle
93,93,square
42,42,square
78,78,square
96,7,rectangle
11,11,square
99,99,square
64,22,rectangle
72,83,rectangle
74,74,square
31,24,rectangle
37,43,rectangle
99,27,rectangle
38,8,rectangle
46,53,rectangle
8,74,rectangle
41,91,rectangle
66,66,square
88,38,rectangle
16,16,square
5,5,square
96,96,square
43,11,rectangle
62,62,square
69,86,rectangle
42,42,square
24,74,rectangle
6,100,rectangle
48,28,rectangle
93,1,rectangle
8,10,rectangle
36,36,square
53,70,rectangle
28,28,square
97,97,square
75,75,square
55,81,rectangle
39,64,rectangle
19,9,rectangle
54,54,square
89,57,rectangle
61,61,square
41,35,rectangle
6,6,square
47,53,rectangle
16,16,square
37,6,rectangle
41,41,square
72,72,square
6,29,rectangle
100,100,square
75,75,square
51,51,square
28,28,square
63,34,rectangle
34,80,rectangle
31,31,square
40,7,rectangle
23,77,rectangle
47,47,square
86,86,square
30,30,square
87,58,rectangle
13,13,square
100,8,rectangle
3,85,rectangle
25,25,square
32,32,square
68,68,square
10,46,rectangle
43,13,rectangle
37,7,rectangle
74,74,square
92,84,rectangle
74,4,rectangle
72,53,rectangle
80,80,square
58,58,square
66,50,rectangle
30,96,rectangle
80,42,rectangle
64,64,square
4,18,rectangle
98,98,square
75,75,square
70,88,rectangle
68,13,rectangle
88,27,rectangle
1,80,rectangle
83,83,square
75,75,square
41,64,rectangle
2,8,rectangle
100,50,rectangle
94,48,rectangle
69,25,rectangle
37,95,rectangle
87,44,rectangle
52,22,rectangle
38,38,square
1,1,square
93,20,rectangle
60,60,square
70,70,square
100,100,square
27,27,square
59,59,square
34,34,square
2,52,rectangle
1,1,square
16,65,rectangle
29,69,rectangle
75,75,square
51,68,rectangle
60,1,rectangle
30,30,square
21,6,rectangle
1,1,square
32,43,rectangle
93,93,square
58,58,square
92,92,square
1,1,square
81,15,rectangle
96,96,square
44,7,rectangle
83,75,rectangle
96,96,square
66,41,rectangle
92,17,rectangle
18,94,rectangle
68,64,rectangle
81,41,rectangle
17,48,rectangle
82,20,rectangle
87,53,rectangle
80,20,rectangle
59,59,square
93,93,square
12,12,square
41,74,rectangle
13,9,rectangle
48,26,rectangle
38,13,rectangle
16,15,rectangle
96,60,rectangle
54,54,square
33,33,square
4,4,square
17,17,square
86,92,rectangle
20,10,rectangle
22,86,rectangle
18,19,rectangle
25,25,square
21,33,rectangle
83,31,rectangle
59,37,rectangle
37,37,square
47,47,square
78,78,square
49,85,rectangle
22,64,rectangle
69,83,rectangle
24,73,rectangle
16,83,rectangle
25,25,square
44,19,rectangle
23,23,square
88,20,rectangle
85,10,rectangle
19,10,rectangle
78,78,square
76,17,rectangle
28,28,square
21,21,square
33,42,rectangle
67,67,square
99,99,square
99,99,square
2,2,square
55,5,rectangle
77,61,rectangle
42,42,square
6,22,rectangle
9,9,square
86,84,rectangle
55,55,square
1,1,square
61,61,square
64,27,rectangle
100,46,rectangle
3,19,rectangle
95,95,square
99,4,rectangle
72,72,square
92,92,square
93,52,rectangle
32,88,rectangle
99,82,rectangle
73,1,rectangle
89,89,square
16,16,square
71,79,rectangle
27,27,square
20,69,rectangle
57,57,square
65,65,square
87,5,rectangle
14,77,rectangle
82,82,square
17,83,rectangle
22,37,rectangle
31,31,square
5,5,square
5,55,rectangle
49,49,square
98,44,rectangle
78,11,rectangle
67,67,square
68,68,square
25,25,square
82,23,rectangle
53,30,rectangle
64,12,rectangle
44,44,square
57,80,rectangle
41,43,rectangle
88,88,square
8,8,square
43,24,rectangle
26,3,rectangle
41,41,square
97,97,square
51,34,rectangle
7,7,square
86,86,square
20,20,square
28,28,square
67,67,square
6,18,rectangle
54,54,square
49,49,square
18,18,square
14,16,rectangle
82,82,square
52,52,square
1,1,square
43,43,square
10,10,square
25,25,square
95,21,rectangle
14,14,square
33,33,square
82,84,rectangle
23,80,rectangle
91,91,square
17,17,square
3,23,rectangle
60,13,rectangle
82,82,square
41,41,square
97,97,square
49,49,square
60,75,rectangle
96,96,square
92,92,square
81,81,square
25,2,rectangle
32,32,square
97,16,rectangle
10,71,rectangle
39,74,rectangle
60,60,square
47,66,rectangle
21,56,rectangle
74,74,square
71,95,rectangle
26,56,rectangle
31,31,square
30,30,square
61,61,square
67,67,square
64,99,rectangle
6,18,rectangle
28,28,square
14,59,rectangle
31,31,square
1,54,rectangle
26,26,square
88,39,rectangle
19,19,square
40,39,rectangle
23,72,rectangle
14,54,rectangle
41,41,square
56,16,rectangle
98,98,square
63,67,rectangle
62,77,rectangle
89,32,rectangle
98,84,rectangle
14,78,rectangle
89,94,rectangle
33,18,rectangle
6,6,square
61,61,square
85,63,rectangle
28,93,rectangle
19,99,rectangle
8,8,square
73,73,square
34,39,rectangle
46,46,square
100,95,rectangle
87,87,square
98,98,square
46,87,rectangle
8,14,rectangle
98,98,square
20,20,square
46,27,rectangle
69,69,square
67,67,square
81,81,square
53,26,rectangle
20,19,rectangle
14,43,rectangle
31,31,square
52,81,rectangle
17,11,rectangle
19,37,rectangle
7,7,square
89,71,rectangle
57,57,square
87,87,square
35,55,rectangle
57,91,rectangle
18,18,square
44,37,rectangle
31,67,rectangle
38,4,rectangle
1,1,square
29,29,square
14,14,square
93,72,rectangle
60,60,square
49,49,square
68,68,square
65,65,square
68,68,square
32,36,rectangle
56,56,square
18,30,rectangle
29,24,rectangle
54,54,square
76,76,square
28,100,rectangle
58,58,square
100,56,rectangle
76,30,rectangle
28,28,square
10,10,square
41,13,rectangle
93,86,rectangle
67,67,square
5,81,rectangle
91,91,square
18,90,rectangle
6,84,rectangle
79,51,rectangle
58,58,square
91,91,square
85,85,square
35,6,rectangle
26,95,rectangle
57,67,rectangle
12,12,square
35,35,square
2,18,rectangle
73,73,square
22,37,rectangle
47,20,rectangle
59,59,square
58,68,rectangle
29,83,rectangle
67,67,square
34,34,square
70,70,square
87,23,rectangle
40,40,square
87,87,square
71,71,square
4,4,square
83,100,rectangle
100,49,rectangle
39,39,square
86,40,rectangle
36,92,rectangle
70,14,rectangle
20,60,rectangle
75,56,rectangle
41,51,rectangle
100,64,rectangle
17,17,square
1,18,rectangle
76,76,square
24,24,square
70,51,rectangle
55,89,rectangle
37,36,rectangle
97,68,rectangle
15,21,rectangle
29,74,rectangle
33,80,rectangle
82,97,rectangle
3,40,rectangle
3,97,rectangle
33,33,square
11,39,rectangle
60,60,square
90,90,square
17,17,square
43,39,rectangle
26,26,square
43,43,square
74,74,square
27,1,rectangle
80,80,square
19,19,square
88,75,rectangle
14,14,square
95,100,rectangle
28,28,square
9,9,square
36,71,rectangle
84,84,square
95,34,rectangle
79,28,rectangle
45,7,rectangle
37,37,square
21,21,square
2,30,rectangle
19,71,rectangle
37,37,square
12,37,rectangle
21,5,rectangle
6,6,square
99,91,rectangle
58,78,rectangle
36,78,rectangle
20,20,square
74,72,rectangle
18,18,square
58,58,square
33,33,square
68,68,square
92,88,rectangle
50,77,rectangle
19,19,square
43,43,square
65,65,square
79,79,square
83,83,square
48,77,rectangle
19,19,square
76,76,square
32,32,square
9,9,square
12,42,rectangle
85,23,rectangle
94,5,rectangle
82,82,square
44,88,rectangle
26,31,rectangle
55,92,rectangle
41,41,square
39,60,rectangle
54,54,square
54,4,rectangle
7,7,square
10,22,rectangle
86,89,rectangle
73,73,square
31,64,rectangle
69,69,square
37,90,rectangle
25,87,rectangle
36,36,square
83,53,rectangle
57,27,rectangle
60,60,square
58,96,rectangle
48,48,square
87,87,square
77,14,rectangle
15,15,square
76,79,rectangle
2,2,square
38,49,rectangle
75,77,rectangle
20,100,rectangle
50,50,square
97,12,rectangle
25,16,rectangle
29,8,rectangle
51,53,rectangle
51,65,rectangle
19,19,square
97,97,square
60,22,rectangle
5,5,square
27,67,rectangle
96,98,rectangle
57,57,square
93,93,square
78,78,square
5,5,square
86,77,rectangle
99,99,square
99,16,rectangle
40,40,square
93,37,rectangle
37,9,rectangle
17,23,rectangle
43,87,rectangle
69,69,square
95,95,square
52,45,rectangle
31,9,rectangle
32,60,rectangle
16,16,square
70,40,rectangle
62,62,square
42,42,square
80,46,rectangle
3,3,square
89,89,square
70,70,square
4,4,square
9,9,square
17,79,rectangle
47,47,square
56,56,square
62,88,rectangle
76,54,rectangle
16,16,square
20,20,square
16,47,rectangle
20,70,rectangle
43,39,rectangle
29,29,square
58,70,rectangle
52,46,rectangle
8,78,rectangle
80,60,rectangle
12,12,square
13,13,square
66,66,square
90,90,square
49,49,square
6,69,rectangle
74,65,rectangle
2,29,rectangle
70,70,square
5,5,square
80,34,rectangle
92,76,rectangle
54,54,square
82,94,rectangle
64,40,rectangle
34,34,square
71,98,rectangle
12,12,square
11,9,rectangle
29,9,rectangle
41,41,square
67,90,rectangle
65,88,rectangle
14,14,square
3,83,rectangle
56,8,rectangle
6,6,square
63,63,square
14,84,rectangle
22,22,square
64,63,rectangle
20,22,rectangle
60,60,square
76,76,square
50,50,square
49,61,rectangle
71,71,square
72,99,rectangle
14,49,rectangle
65,34,rectangle
96,38,rectangle
24,49,rectangle
95,95,square
64,48,rectangle
81,81,square
26,52,rectangle
42,42,square
88,88,square
7,93,rectangle
16,1,rectangle
47,47,square
27,85,rectangle
54,54,square
41,73,rectangle
50,87,rectangle
10,6,rectangle
11,54,rectangle
98,76,rectangle
91,91,square
24,24,square
42,42,square
43,99,rectangle
26,26,square
64,64,square
22,82,rectangle
58,47,rectangle
72,98,rectangle
2,2,square
60,60,square
57,57,square
13,67,rectangle
34,29,rectangle
60,60,square
33,96,rectangle
86,72,rectangle
52,52,square
55,63,rectangle
46,46,square
99,8,rectangle
69,69,square
37,54,rectangle
95,56,rectangle
55,55,square
26,96,rectangle
58,58,square
6,23,rectangle
97,1,rectangle
28,28,square
52,52,square
49,63,rectangle
14,14,square
68,40,rectangle
33,100,rectangle
5,13,rectangle
